Country,Year,Phase,Fatalities,Cause
Colombia,1941,Landing,1,Technical failure
France,1941,Flight,5,Other
Russia,1941,Takeoff,0,Weather
United Kingdom,1941,Landing,0,Other
South Africa,1941,Landing,0,Other
United Kingdom,1941,Landing,2,Other
United Kingdom,1941,Flight,4,Technical failure
Germany,1941,Flight,0,Terrorism
Sweden,1941,Flight,0,Other
Nigeria,1941,Landing,0,Weather
Norway,1941,Flight,0,Technical failure
Germany,1941,Flight,6,Terrorism
New Zealand,1941,Flight,1,Human factor
Germany,1941,Flight,6,Technical failure
United Kingdom,1941,Landing,0,Technical failure
United States of America,1941,Flight,5,Other
United Kingdom,1941,Flight,0,Technical failure
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Landing,1,Other
United Kingdom,1941,Flight,7,Other
New Zealand,1941,Flight,1,Other
Greece,1941,Landing,0,Technical failure
United Kingdom,1941,Flight,6,Terrorism
United Kingdom,1941,Takeoff,0,Other
Turkey,1941,Flight,2,Other
United Kingdom,1941,Landing,0,Technical failure
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Flight,5,Human factor
Sweden,1941,Takeoff,1,Technical failure
Brazil,1941,Flight,8,Human factor
United States of America,1941,Landing,0,Other
Nigeria,1941,Flight,0,Technical failure
Denmark,1941,Taxiing,0,Technical failure
United Kingdom,1941,Taxiing,0,Other
Nigeria,1941,Flight,0,Other
Belgium,1941,Flight,6,Technical failure
United Kingdom,1941,Flight,0,Technical failure
Romania,1941,Takeoff,0,Other
United Kingdom,1941,Landing,0,Other
Romania,1941,Takeoff,0,Other
Spain,1941,Flight,9,Technical failure
Australia,1941,Takeoff,1,Technical failure
World,1941,Flight,18,Other
United Kingdom,1941,Takeoff,2,Technical failure
New Zealand,1941,Takeoff,1,Technical failure
United Kingdom,1941,Flight,8,Weather
United Kingdom,1941,Flight,7,Terrorism
United Kingdom,1941,Taxiing,0,Other
Brazil,1941,Landing,0,Human factor
Germany,1941,Flight,7,Terrorism
Germany,1941,Flight,6,Other
Norway,1941,Flight,12,Other
Norway,1941,Flight,13,Weather
Czech Republic,1941,Flight,2,Other
United Kingdom,1941,Flight,1,Technical failure
United Kingdom,1941,Landing,0,Other
Canada,1941,Landing,0,Other
Sweden,1941,Flight,4,Human factor
World,1941,Flight,0,Technical failure
United Kingdom,1941,Flight,6,Weather
Brazil,1941,Flight,0,Other
United Kingdom,1941,Takeoff,0,Other
Australia,1941,Landing,0,Other
Czech Republic,1941,Landing,2,Other
United Kingdom,1941,Taxiing,1,Other
World,1941,Flight,0,Terrorism
Canada,1941,Landing,6,Human factor
United States of America,1941,Landing,0,Technical failure
Russia,1941,Flight,7,Human factor
United Kingdom,1941,Flight,2,Human factor
United Kingdom,1941,Flight,7,Technical failure
United Kingdom,1941,Flight,7,Other
Italy,1941,Takeoff,5,Technical failure
Libya,1941,Flight,8,Terrorism
United Kingdom,1941,Flight,5,Other
Gambia,1941,Landing,3,Other
United Kingdom,1941,Flight,2,Human factor
Sudan,1941,Flight,0,Other
France,1941,Flight,2,Weather
United States of America,1941,Flight,3,Weather
Canada,1941,Takeoff,0,Other
Italy,1941,Landing,3,Technical failure
United Kingdom,1941,Takeoff,22,Human factor
United Kingdom,1941,Flight,2,Other
United States of America,1941,Landing,0,Technical failure
Malta,1941,Takeoff,0,Other
Germany,1941,Flight,0,Other
Germany,1941,Flight,4,Terrorism
Netherlands,1941,Flight,6,Terrorism
United Kingdom,1941,Flight,0,Technical failure
United Kingdom,1941,Takeoff,22,Human factor
Australia,1941,Flight,4,Human factor
Colombia,1941,Takeoff,1,Other
United Kingdom,1941,Landing,3,Terrorism
Germany,1941,Flight,0,Terrorism
Belgium,1941,Flight,2,Terrorism
Brazil,1941,Landing,8,Human factor
Norway,1941,Flight,5,Other
United Kingdom,1941,Landing,0,Other
United Kingdom,1941,Takeoff,5,Other
United Kingdom,1941,Landing,0,Technical failure
United Kingdom,1941,Flight,0,Other
Iraq,1941,Landing,0,Technical failure
Colombia,1941,Takeoff,16,Technical failure
United Kingdom,1941,Flight,16,Human factor
Australia,1941,Flight,3,Technical failure
Turkmenistan,1941,Landing,6,Human factor
New Zealand,1941,Landing,2,Other
United Kingdom,1941,Takeoff,3,Other
United Kingdom,1941,Landing,0,Human factor
Norway,1941,Flight,5,Other
Norway,1941,Flight,3,Terrorism
Norway,1941,Flight,5,Other
France,1941,Takeoff,15,Technical failure
Germany,1941,Flight,4,Terrorism
United Kingdom,1941,Landing,10,Human factor
Norway,1941,Flight,4,Human factor
United Kingdom,1941,Flight,0,Other
United Kingdom,1941,Landing,4,Human factor
Germany,1941,Flight,7,Terrorism
France,1941,Flight,4,Weather
United Kingdom,1941,Landing,0,Other
Norway,1941,Flight,8,Terrorism
United Kingdom,1941,Flight,1,Human factor
Papua New Guinea,1941,Landing,0,Other
Sierra Leone,1941,Landing,0,Other
Norway,1941,Flight,7,Terrorism
United Kingdom,1941,Landing,1,Terrorism
United Kingdom,1941,Flight,4,Human factor
United States of America,1941,Flight,6,Human factor
Canada,1941,Flight,0,Other
United Kingdom,1941,Takeoff,0,Technical failure
United Kingdom,1941,Landing,1,Technical failure
United Kingdom,1941,Landing,10,Other
United Kingdom,1941,Takeoff,0,Other
Sweden,1941,Flight,4,Other
United States of America,1941,Landing,0,Other
Australia,1941,Landing,0,Other
Canada,1941,Flight,3,Other
United Kingdom,1941,Flight,0,Technical failure
Egypt,1941,Landing,0,Other
United States of America,1941,Takeoff,2,Technical failure
Bolivia,1941,Flight,5,Technical failure
Finland,1941,Takeoff,0,Technical failure
United Kingdom,1941,Flight,0,Technical failure
United Kingdom,1941,Landing,0,Other
Russia,1941,Landing,4,Human factor
United States of America,1941,Landing,0,Other
United States of America,1941,Flight,6,Other
Puerto Rico,1941,Landing,2,Human factor
Canada,1941,Takeoff,0,Other
Russia,1941,Takeoff,1,Other
Fiji Islands,1941,Flight,2,Terrorism
United States of America,1941,,0,Other
Norway,1941,Takeoff,0,Other
Sudan,1941,Landing,0,Other
Bolivia,1941,,0,Other
Australia,1941,Takeoff,1,Human factor
United States of America,1941,,0,Other
Indonesia,1941,Takeoff,12,Technical failure
Belgium,1941,Flight,5,Terrorism
Belgium,1941,Flight,5,Terrorism
Belgium,1941,Flight,6,Terrorism
United Kingdom,1941,Flight,9,Other
New Zealand,1941,Flight,2,Other
United Kingdom,1941,Taxiing,0,Other
World,1941,Flight,7,Other
World,1941,Flight,7,Other
United Kingdom,1941,Takeoff,7,Technical failure
New Zealand,1941,Takeoff,2,Other
Papua New Guinea,1941,Takeoff,0,Technical failure
Canada,1941,Landing,5,Other
Canada,1941,Landing,4,Technical failure
Pakistan,1941,Takeoff,0,Other
United States of America,1941,Flight,5,Weather
Bulgaria,1941,Flight,13,Other
Canada,1941,Landing,20,Human factor
Honduras,1941,Takeoff,14,Other
United States of America,1941,Landing,14,Weather
Papua New Guinea,1941,Flight,0,Other
United States of America,1941,Flight,1,Technical failure
Iceland,1941,Landing,12,Human factor
United Kingdom,1941,Flight,2,Human factor
Norway,1941,Flight,1,Other
Canada,1941,Flight,5,Human factor
Canada,1941,Landing,3,Other
United Kingdom,1941,Landing,0,Other
United States of America,1941,,0,Other
World,1941,Flight,7,Other
Libya,1941,Flight,0,Technical failure
Canada,1941,Landing,8,Other
France,1941,Flight,7,Weather
Russia,1941,Flight,14,Human factor
United Kingdom,1941,Flight,4,Other
Mozambique,1941,Landing,0,Other
United States of America,1941,Takeoff,0,Other
Netherlands,1941,Flight,6,Terrorism
United Kingdom,1941,Flight,1,Human factor
Libya,1941,Flight,3,Terrorism
United Kingdom,1941,Takeoff,5,Human factor
United Kingdom,1941,Flight,3,Other
New Zealand,1941,Takeoff,1,Other
New Zealand,1941,Flight,2,Human factor
Nigeria,1941,Flight,0,Weather
Poland,1941,Landing,3,Technical failure
United Kingdom,1941,Taxiing,0,Human factor
United Kingdom,1941,Flight,0,Technical failure
Palestine,1941,Landing,0,Technical failure
Turkmenistan,1941,Takeoff,7,Human factor
Russia,1941,Takeoff,1,Human factor
Venezuela,1941,Landing,4,Technical failure
Norway,1941,Flight,4,Other
Ireland,1941,Flight,9,Other
Indonesia,1941,Flight,5,Other
United States of America,1941,Landing,0,Terrorism
United States of America,1941,Landing,1,Terrorism
Malaysia,1941,Flight,4,Terrorism
Papua New Guinea,1941,Takeoff,8,Other
United States of America,1941,Takeoff,4,Other
France,1941,Flight,7,Other
Egypt,1941,Flight,1,Terrorism
Egypt,1941,Flight,0,Terrorism
Malaysia,1941,Flight,3,Terrorism
Russia,1941,Takeoff,5,Human factor
United Kingdom,1941,Flight,8,Human factor
Philippines,1941,Flight,5,Terrorism
Australia,1941,Takeoff,4,Human factor
United Kingdom,1941,Flight,1,Other
United States of America,1941,Flight,3,Other
United Kingdom,1941,Flight,1,Other
United States of America,1941,Flight,8,Human factor
United Kingdom,1941,Landing,1,Other
New Zealand,1941,Flight,4,Human factor
Indonesia,1941,Landing,0,Technical failure
New Zealand,1941,Takeoff,4,Weather
United Kingdom,1941,Flight,2,Technical failure
Malaysia,1941,Flight,2,Other
United States of America,1941,Takeoff,8,Weather
Russia,1941,Takeoff,2,Technical failure
United Kingdom,1941,Flight,4,Technical failure
Libya,1941,Landing,0,Other
New Zealand,1941,Flight,3,Technical failure
United Kingdom,1941,Takeoff,11,Other
Spain,1941,Flight,6,Human factor
Egypt,1941,Flight,0,Other
Kazakhstan,1941,Flight,26,Human factor
United States of America,1941,Flight,1,Other
Guatemala,1941,Landing,0,Other
United Kingdom,1941,Landing,4,Technical failure
Indonesia,1941,Takeoff,4,Other
Indonesia,1941,Flight,6,Other
Germany,1941,,0,Other
Indonesia,1942,Takeoff,3,Technical failure
United Kingdom,1942,Flight,0,Weather
United States of America,1942,Landing,0,Other
United Kingdom,1942,Takeoff,8,Technical failure
Australia,1942,Takeoff,0,Other
United Kingdom,1942,Flight,5,Human factor
United Kingdom,1942,Takeoff,0,Terrorism
United States of America,1942,Flight,1,Human factor
United Kingdom,1942,Flight,8,Technical failure
Canada,1942,Landing,0,Other
France,1942,Flight,7,Terrorism
Egypt,1942,Flight,0,Technical failure
Indonesia,1942,Flight,6,Other
Libya,1942,Flight,0,Technical failure
Indonesia,1942,Flight,4,Terrorism
Indonesia,1942,Flight,4,Terrorism
Indonesia,1942,Flight,4,Terrorism
Indonesia,1942,Flight,4,Terrorism
Russia,1942,Flight,2,Technical failure
Ukraine,1942,Flight,9,Weather
United Kingdom,1942,Flight,7,Terrorism
United States of America,1942,Flight,2,Weather
Papua New Guinea,1942,Takeoff,8,Other
Germany,1942,Flight,1,Terrorism
United States of America,1942,Flight,22,Human factor
United Kingdom,1942,Flight,0,Technical failure
Canada,1942,Takeoff,0,Other
Indonesia,1942,Flight,9,Other
Indonesia,1942,Landing,0,Human factor
United States of America,1942,Flight,0,Other
Australia,1942,Takeoff,6,Other
Papua New Guinea,1942,Flight,4,Other
Papua New Guinea,1942,Flight,4,Terrorism
Indonesia,1942,Takeoff,11,Other
Papua New Guinea,1942,Flight,8,Terrorism
Papua New Guinea,1942,Flight,3,Terrorism
United Kingdom,1942,Landing,17,Other
Indonesia,1942,Landing,3,Other
Indonesia,1942,Takeoff,0,Other
Libya,1942,Flight,0,Terrorism
Indonesia,1942,Flight,0,Terrorism
Indonesia,1942,Landing,3,Human factor
Russia,1942,Landing,0,Weather
Indonesia,1942,Flight,0,Other
Indonesia,1942,Flight,5,Terrorism
Papua New Guinea,1942,Flight,4,Terrorism
Indonesia,1942,Flight,0,Terrorism
Australia,1942,Takeoff,0,Other
Indonesia,1942,Flight,8,Terrorism
United Kingdom,1942,Flight,1,Weather
Indonesia,1942,Landing,13,Terrorism
United Kingdom,1942,Flight,2,Other
Colombia,1942,Flight,0,Technical failure
World,1942,Flight,8,Other
World,1942,Flight,0,Technical failure
South Africa,1942,Flight,5,Human factor
World,1942,Flight,2,Terrorism
Indonesia,1942,Flight,7,Terrorism
United States of America,1942,Flight,4,Weather
Indonesia,1942,Flight,7,Terrorism
Indonesia,1942,Flight,8,Terrorism
Indonesia,1942,Flight,0,Other
United Kingdom,1942,Takeoff,4,Other
Australia,1942,Takeoff,0,Technical failure
United Kingdom,1942,Flight,0,Technical failure
United Kingdom,1942,Flight,0,Weather
United States of America,1942,Flight,1,Other
Ireland,1942,Flight,12,Other
United States of America,1942,Flight,8,Other
United Kingdom,1942,Landing,0,Human factor
United Kingdom,1942,Flight,1,Human factor
Indonesia,1942,Landing,0,Other
United States of America,1942,Flight,0,Technical failure
United Kingdom,1942,Landing,0,Technical failure
United Kingdom,1942,Flight,4,Human factor
Indonesia,1942,Flight,4,Terrorism
Australia,1942,Flight,5,Weather
Papua New Guinea,1942,Flight,4,Terrorism
Australia,1942,Landing,2,Human factor
Australia,1942,Takeoff,2,Human factor
Australia,1942,Takeoff,2,Other
Indonesia,1942,Takeoff,4,Weather
United Kingdom,1942,Flight,9,Terrorism
Kyrgyzstan,1942,Landing,0,Technical failure
United Kingdom,1942,Flight,0,Technical failure
Australia,1942,Landing,0,Other
United States of America,1942,Takeoff,8,Other
Netherlands,1942,Flight,7,Terrorism
United Kingdom,1942,Takeoff,4,Other
United Kingdom,1942,Takeoff,5,Other
China,1942,Flight,1,Other
Australia,1942,Flight,0,Terrorism
Indonesia,1942,Flight,0,Terrorism
Indonesia,1942,Flight,5,Terrorism
Australia,1942,Takeoff,9,Technical failure
World,1942,Flight,0,Other
Norway,1942,Landing,0,Technical failure
Russia,1942,Takeoff,1,Human factor
Norway,1942,Flight,7,Terrorism
United Kingdom,1942,Landing,0,Other
Canada,1942,Flight,1,Technical failure
Papua New Guinea,1942,Flight,0,Technical failure
Indonesia,1942,Landing,5,Other
Indonesia,1942,Flight,7,Other
United Kingdom,1942,Takeoff,0,Technical failure
Brazil,1942,Flight,2,Technical failure
Papua New Guinea,1942,Flight,8,Other
Poland,1942,Flight,11,Weather
Indonesia,1942,Flight,6,Terrorism
Indonesia,1942,Flight,0,Terrorism
Australia,1942,Landing,0,Technical failure
Norway,1942,Flight,0,Other
Australia,1942,Landing,6,Other
Netherlands,1942,Flight,4,Terrorism
United States of America,1942,Flight,7,Weather
Indonesia,1942,Flight,0,Technical failure
Honduras,1942,Flight,5,Other
World,1942,Flight,22,Terrorism
Brazil,1942,Takeoff,6,Other
United Kingdom,1942,Flight,0,Technical failure
United States of America,1942,Flight,0,Other
Netherlands,1942,Flight,6,Terrorism
Australia,1942,Flight,4,Terrorism
Australia,1942,Takeoff,20,Terrorism
United States of America,1942,Landing,7,Weather
United Kingdom,1942,Takeoff,3,Other
United States of America,1942,Takeoff,5,Other
Indonesia,1942,Flight,0,Terrorism
Netherlands,1942,Flight,3,Terrorism
Netherlands,1942,Flight,7,Terrorism
United Kingdom,1942,Landing,0,Other
United Kingdom,1942,Flight,4,Other
United Kingdom,1942,Flight,4,Other
United Kingdom,1942,Flight,0,Other
Netherlands,1942,Flight,5,Terrorism
China,1942,Takeoff,13,Other
Australia,1942,Flight,1,Technical failure
United Kingdom,1942,Flight,0,Technical failure
United Kingdom,1942,Landing,0,Other
Brazil,1942,Takeoff,0,Technical failure
United Kingdom,1942,Takeoff,2,Human factor
Canada,1942,Landing,0,Human factor
Austria,1942,Flight,4,Weather
Russia,1942,Flight,6,Other
United States of America,1942,Landing,0,Other
Australia,1942,Landing,2,Other
India,1942,Flight,0,Other
Indonesia,1942,Flight,4,Terrorism
United Kingdom,1942,Takeoff,0,Technical failure
United Kingdom,1942,Flight,4,Human factor
United Kingdom,1942,Flight,2,Human factor
Netherlands,1942,Flight,7,Terrorism
United Kingdom,1942,Landing,0,Other
United States of America,1942,Landing,0,Other
Australia,1942,Landing,0,Other
World,1942,Flight,7,Weather
Netherlands,1942,Flight,5,Terrorism
Australia,1942,Flight,0,Technical failure
World,1942,Flight,3,Other
World,1942,Flight,7,Other
Belgium,1942,Flight,7,Terrorism
Italy,1942,Flight,0,Terrorism
United States of America,1942,Landing,0,Other
United States of America,1942,Takeoff,0,Other
World,1942,Flight,7,Other
World,1942,Flight,7,Other
United Kingdom,1942,Flight,0,Technical failure
United States of America,1942,Flight,0,Other
United States of America,1942,Flight,4,Other
United States of America,1942,Flight,7,Weather
Mexico,1942,Landing,0,Other
United States of America,1942,Flight,0,Technical failure
United States of America,1942,Landing,9,Human factor
United States of America,1942,Flight,6,Technical failure
Papua New Guinea,1942,Flight,1,Terrorism
Belgium,1942,Flight,7,Terrorism
Iceland,1942,Landing,0,Technical failure
Papua New Guinea,1942,Flight,0,Technical failure
United Kingdom,1942,Flight,6,Weather
Germany,1942,Flight,6,Other
United Kingdom,1942,Taxiing,0,Technical failure
United Kingdom,1942,Takeoff,3,Other
Australia,1942,Landing,0,Other
Papua New Guinea,1942,Flight,0,Terrorism
Germany,1942,Flight,7,Terrorism
United States of America,1942,Flight,6,Human factor
United States of America,1942,Flight,8,Human factor
Iceland,1942,Landing,2,Technical failure
Indonesia,1942,Landing,4,Other
United Kingdom,1942,Landing,0,Technical failure
Papua New Guinea,1942,Flight,0,Other
United States of America,1942,Flight,3,Other
France,1942,Flight,7,Terrorism
United Kingdom,1942,Flight,2,Human factor
Canada,1942,Takeoff,0,Other
United States of America,1942,Flight,0,Technical failure
Germany,1942,Flight,6,Terrorism
France,1942,Flight,0,Terrorism
World,1942,Flight,7,Other
Australia,1942,Landing,0,Other
Papua New Guinea,1942,Flight,5,Terrorism
United States of America,1942,Landing,0,Other
Sierra Leone,1942,Takeoff,0,Other
Germany,1942,Flight,8,Other
United Kingdom,1942,Flight,0,Technical failure
United Kingdom,1942,Flight,1,Human factor
United States of America,1942,Landing,0,Other
Australia,1942,Flight,12,Technical failure
Australia,1942,Flight,7,Technical failure
Australia,1942,Takeoff,8,Other
United States of America,1942,Takeoff,2,Technical failure
United Kingdom,1942,Flight,0,Human factor
Norway,1942,Flight,16,Weather
United States of America,1942,Flight,9,Weather
World,1942,Flight,4,Other
United States of America,1942,Takeoff,0,Other
Denmark,1942,Flight,1,Technical failure
Zimbabwe,1942,Flight,0,Other
